temperature,humidity,wind_speed,traffic_density,industrial_activity,AQI
17.44,56.88,11.66,4.0,63.83,164.64
31.98,71.49,11.93,2.0,27.32,154.82
32.89,15.52,4.23,10.0,42.12,114.35
17.09,79.91,8.62,9.0,67.47,248.49
19.23,57.65,9.32,,10.53,90.73
33.34,62.13,14.36,8.0,56.17,193.65
23.97,55.19,8.26,9.0,39.04,167.07
9.46,80.94,3.09,1.0,82.31,202.69
15.2,44.09,6.99,3.0,56.58,150.9
23.25,82.12,,,34.26,198.8
16.86,65.94,3.53,2.0,79.04,194.11
22.11,69.34,12.91,4.0,50.44,161.0
,55.06,5.29,4.0,52.63,130.08
35.24,40.38,11.34,7.0,67.75,179.47
22.97,73.96,6.72,2.0,37.88,147.15
32.51,64.67,14.52,8.0,78.95,211.5
35.0,80.42,9.17,8.0,61.54,183.89
35.04,57.09,8.56,6.0,37.17,158.8
26.99,53.71,11.58,4.0,41.35,128.18
11.26,80.82,6.98,2.0,24.87,71.4
28.23,88.68,11.73,3.0,56.15,188.72
32.34,60.14,8.55,3.0,46.44,190.48
24.43,48.71,8.22,3.0,56.25,129.25
37.21,72.16,9.74,4.0,15.97,115.85
31.02,56.19,6.73,7.0,39.52,188.96
28.98,68.99,9.43,9.0,30.36,164.1
32.6,56.11,11.02,10.0,59.86,168.72
27.33,83.46,3.07,4.0,37.96,187.58
7.55,49.51,13.27,7.0,59.41,126.95
21.51,67.21,12.45,10.0,39.34,210.48
33.38,52.67,4.44,6.0,82.52,236.19
19.35,55.78,3.97,10.0,51.03,215.87
23.44,53.82,12.53,9.0,68.32,176.06
17.69,71.08,12.29,8.0,47.73,125.67
37.49,73.78,11.87,2.0,68.46,205.32
36.77,68.37,5.72,3.0,34.54,191.45
18.81,58.38,15.49,6.0,49.16,169.96
26.03,,,5.0,40.7,110.55
20.24,73.47,10.72,2.0,87.37,212.84
29.3,73.94,10.76,2.0,26.23,94.73
28.57,19.65,14.78,5.0,91.41,149.75
30.68,55.92,10.38,5.0,22.51,134.53
27.32,56.64,11.25,1.0,64.72,198.09
45.55,70.04,9.77,10.0,37.56,177.01
17.8,59.0,6.41,3.0,55.1,134.01
13.03,70.79,3.04,9.0,46.58,191.23
22.25,43.82,10.1,10.0,33.39,103.8
14.02,63.9,5.76,3.0,51.62,154.04
14.55,73.5,11.05,6.0,41.66,150.87
17.99,37.88,10.45,6.0,61.43,129.35
18.54,97.7,10.37,,29.89,169.34
18.32,77.86,6.84,7.0,59.45,208.91
28.63,60.02,13.11,9.0,67.28,204.4
21.46,47.57,11.42,9.0,47.84,176.96
23.74,,6.45,8.0,23.54,127.44
31.26,61.26,16.21,5.0,84.65,159.58
19.64,66.61,9.37,8.0,59.34,147.29
23.15,82.51,6.0,9.0,35.58,214.66
27.56,52.86,7.72,1.0,59.88,203.26
11.41,68.44,5.47,1.0,16.49,148.2
8.31,,14.08,5.0,73.53,131.45
27.42,53.8,13.24,7.0,92.49,243.2
28.44,65.65,12.22,9.0,66.48,179.81
39.45,70.37,11.65,9.0,29.94,158.41
26.11,48.7,13.75,3.0,10.22,101.71
30.74,53.39,9.27,1.0,77.28,215.32
23.63,81.91,11.27,3.0,47.05,176.65
27.08,77.43,7.56,8.0,42.17,206.22
36.67,63.13,9.54,7.0,73.3,199.97
10.13,26.45,11.35,5.0,38.19,89.73
27.9,97.67,0.76,10.0,65.25,232.4
39.95,59.7,8.14,9.0,50.47,146.7
26.97,55.31,10.49,4.0,54.94,84.78
36.55,52.16,9.77,6.0,82.59,225.33
20.6,65.65,8.64,5.0,40.22,140.56
24.78,65.8,11.77,6.0,38.39,159.29
25.23,74.26,7.88,4.0,45.96,180.08
9.48,46.11,6.33,3.0,25.94,108.97
16.82,55.31,13.55,5.0,68.73,182.56
17.32,90.46,13.13,5.0,66.07,215.24
30.75,63.37,8.2,2.0,49.81,136.28
31.11,57.41,9.79,10.0,31.52,177.43
27.27,45.88,12.54,4.0,-4.9,84.36
30.77,67.59,10.13,3.0,33.33,116.99
23.85,75.47,11.59,7.0,45.38,142.83
33.41,73.12,11.43,5.0,12.02,86.53
25.06,56.12,9.04,6.0,99.89,233.77
25.41,65.42,11.55,7.0,58.31,163.36
23.14,85.07,7.11,2.0,60.89,128.45
29.79,76.06,11.18,10.0,47.0,157.12
22.05,48.24,9.78,4.0,64.75,148.5
31.84,21.81,8.92,6.0,43.98,121.8
17.07,64.45,6.26,3.0,46.76,114.4
17.31,71.98,10.39,6.0,78.1,197.55
29.81,43.66,10.12,10.0,71.96,214.06
24.38,59.87,7.48,1.0,49.78,156.17
21.82,56.04,5.21,8.0,90.45,229.96
31.23,61.56,5.07,10.0,48.36,214.42
20.75,51.83,9.24,5.0,39.88,127.85
23.6,79.36,10.92,1.0,52.54,159.97
34.79,62.22,15.55,10.0,56.02,170.54
35.77,46.81,9.86,10.0,26.15,101.92
36.01,73.76,5.12,1.0,59.75,173.04
23.03,41.04,,10.0,92.29,145.97
33.61,79.27,13.75,3.0,69.0,244.18
18.36,74.87,7.95,6.0,63.28,204.58
18.65,80.85,13.36,2.0,59.61,141.35
8.55,57.63,10.53,8.0,30.04,140.21
36.71,52.56,11.94,10.0,30.07,108.98
18.95,61.26,15.58,7.0,53.26,142.76
24.11,58.73,4.49,2.0,41.44,148.73
18.63,50.21,12.69,1.0,21.07,75.92
29.87,51.7,9.72,7.0,42.99,120.81
22.37,54.5,7.15,7.0,59.01,195.78
15.87,42.45,9.7,3.0,61.61,143.2
28.09,70.17,15.07,10.0,33.34,176.88
14.96,59.22,14.0,8.0,49.08,109.8
19.14,55.37,4.0,8.0,58.3,160.38
10.25,43.34,7.69,5.0,24.63,96.43
15.03,42.59,12.83,7.0,34.55,130.78
26.25,89.04,9.93,3.0,49.74,154.01
11.25,50.59,9.95,6.0,31.82,124.01
14.63,,5.3,3.0,43.44,159.53
24.98,62.44,7.76,9.0,99.92,264.03
21.19,18.37,5.93,7.0,19.86,95.88
38.94,86.89,5.04,1.0,78.49,181.97
37.84,70.26,6.23,8.0,56.83,165.08
18.92,48.48,7.22,9.0,25.52,91.74
28.9,59.57,7.72,10.0,63.57,171.1
30.24,,7.47,2.0,50.86,173.33
20.82,87.39,13.06,1.0,74.11,181.82
14.53,46.39,7.28,4.0,63.21,152.71
24.91,52.15,14.28,9.0,,136.52
23.79,49.06,8.55,6.0,43.87,148.71
21.95,61.21,11.32,10.0,73.38,164.19
28.1,80.55,11.41,8.0,42.16,155.77
19.74,86.84,7.31,7.0,22.0,137.75
16.94,54.02,9.02,5.0,12.08,88.78
25.76,65.67,8.49,5.0,25.28,111.46
27.7,61.23,11.12,6.0,66.06,137.44
16.76,45.28,9.61,6.0,42.74,145.47
31.5,96.34,7.75,5.0,34.56,167.94
12.61,80.44,10.36,8.0,41.33,178.24
20.95,62.84,11.02,3.0,66.59,175.61
23.19,83.73,15.55,9.0,62.67,189.34
20.55,78.18,10.2,5.0,53.24,192.91
21.04,61.23,10.03,9.0,38.0,201.22
38.1,64.89,,5.0,42.19,180.31
19.04,82.68,,3.0,47.35,186.51
42.09,45.81,4.82,9.0,32.11,149.51
28.06,85.11,9.06,2.0,47.79,198.42
25.64,56.62,13.22,5.0,31.06,93.25
28.33,82.87,13.7,3.0,57.32,181.86
42.71,59.92,4.36,7.0,59.56,220.76
18.04,65.06,12.0,4.0,72.34,192.93
17.16,59.49,3.45,8.0,55.21,166.59
19.72,52.02,11.38,1.0,54.58,143.71
25.23,55.95,11.2,5.0,33.29,110.16
12.92,80.69,4.83,8.0,49.05,153.66
25.16,25.29,13.0,2.0,29.55,112.97
36.85,41.42,15.23,6.0,15.91,71.16
26.06,49.12,9.81,7.0,44.7,122.69
22.95,43.82,10.42,6.0,39.92,106.98
20.67,82.65,14.44,10.0,62.23,158.31
31.29,78.87,6.62,3.0,30.77,129.66
19.22,68.88,6.7,6.0,106.27,189.59
37.92,50.43,7.48,7.0,40.4,104.22
38.53,80.03,10.11,3.0,48.59,163.25
26.8,36.18,10.1,10.0,38.66,129.32
24.92,92.13,8.34,2.0,65.56,152.32
32.21,49.73,9.1,3.0,45.72,139.45
32.66,56.07,8.38,1.0,30.41,151.79
19.36,53.56,8.52,7.0,13.33,82.69
21.31,43.9,7.69,4.0,61.48,122.5
15.74,88.88,7.72,3.0,63.0,182.63
27.86,71.83,4.0,6.0,56.85,195.98
29.67,78.23,9.33,3.0,45.7,143.61
15.55,41.64,4.13,10.0,43.62,159.29
21.81,62.71,12.25,3.0,65.55,168.18
15.57,67.82,8.32,9.0,47.98,195.83
18.71,64.06,9.64,2.0,72.49,127.3
28.86,42.59,8.88,5.0,48.02,96.32
19.87,76.13,9.27,10.0,47.29,150.54
22.89,61.82,13.79,10.0,57.42,118.53
13.61,45.68,5.95,2.0,77.83,204.38
26.31,32.17,5.13,6.0,73.53,169.94
24.69,69.1,10.36,4.0,49.04,139.96
19.9,96.76,8.51,7.0,42.53,209.14
23.68,44.77,11.08,1.0,25.83,96.26
26.26,,12.15,8.0,63.84,158.68
19.3,76.66,6.68,2.0,14.32,92.37
14.67,40.96,11.81,4.0,84.1,171.23
37.64,52.8,6.93,7.0,66.86,191.32
20.57,47.1,10.22,8.0,35.08,130.09
24.32,74.77,6.29,9.0,74.62,223.37
32.08,79.88,10.4,5.0,60.96,215.39
49.7,62.39,9.94,9.0,59.35,159.98
16.29,47.37,6.69,9.0,44.66,188.61
28.15,53.36,5.92,3.0,61.05,205.51
20.05,50.54,12.25,7.0,21.66,134.11
21.23,45.34,8.64,8.0,51.26,131.07
19.96,58.47,13.04,1.0,36.4,88.41
17.12,68.62,8.37,10.0,44.24,151.29
24.71,67.35,13.91,5.0,36.22,128.06
14.68,59.88,7.15,1.0,37.25,140.77
31.63,60.86,14.42,3.0,75.77,162.8
25.39,58.78,10.52,2.0,21.34,121.08
27.96,40.54,11.2,2.0,58.17,120.84
21.74,62.4,6.99,4.0,27.39,119.45
22.43,51.25,12.19,5.0,76.43,178.93
27.01,39.79,12.29,1.0,58.56,127.21
16.85,65.56,9.03,6.0,21.91,91.27
22.49,50.82,3.6,5.0,56.69,133.5
18.98,63.42,6.66,4.0,36.08,155.5
18.77,72.71,6.66,6.0,54.54,176.39
10.23,45.75,11.35,2.0,23.43,110.16
34.38,61.38,8.6,8.0,74.62,217.39
20.19,32.84,8.66,6.0,10.05,58.92
33.14,82.99,8.3,3.0,33.85,172.57
32.48,39.61,14.41,4.0,28.36,95.71
16.0,52.28,10.14,2.0,57.59,129.49
17.38,80.08,10.59,4.0,40.15,203.66
42.92,56.48,8.14,9.0,46.31,214.24
37.26,42.04,9.91,4.0,37.17,130.98
24.78,70.7,7.07,8.0,,104.62
26.8,70.36,11.03,3.0,45.43,127.16
20.58,50.5,6.56,5.0,23.94,89.5
28.03,52.13,12.23,2.0,13.36,97.54
19.98,53.47,7.8,9.0,62.52,167.76
10.77,56.89,12.85,9.0,25.22,85.77
15.75,31.61,15.72,10.0,79.14,190.27
25.15,57.28,10.0,7.0,78.35,166.22
17.08,86.76,13.93,2.0,67.71,213.18
24.53,46.56,12.25,4.0,27.28,119.44
17.48,51.25,5.7,6.0,92.43,209.52
19.52,42.25,10.33,9.0,2.95,43.78
30.97,69.18,11.5,6.0,32.34,166.29
26.73,78.05,11.79,4.0,66.66,221.31
24.93,77.7,10.53,1.0,65.09,172.83
31.15,41.28,10.5,7.0,35.5,140.21
28.36,67.5,10.02,7.0,34.29,132.64
35.13,81.51,10.4,6.0,45.69,197.42
21.78,67.64,6.33,3.0,48.26,123.18
21.99,67.18,9.29,5.0,40.61,156.9
15.89,52.93,5.64,7.0,83.16,119.44
22.0,63.3,8.51,6.0,36.33,97.12
31.75,78.54,8.23,7.0,79.33,178.42
34.1,64.92,8.04,5.0,58.12,164.44
31.72,41.28,6.84,1.0,70.38,131.88
12.44,53.16,10.81,10.0,20.1,67.39
32.58,78.14,9.05,5.0,70.56,183.79
12.13,64.87,8.74,2.0,69.85,154.07
31.29,61.79,5.78,10.0,36.68,115.24
22.43,51.69,9.11,10.0,66.96,126.14
29.92,77.83,13.44,2.0,20.4,83.76
15.67,84.94,13.48,4.0,40.51,155.43
33.2,78.95,11.12,6.0,73.34,254.67
14.75,81.64,9.11,5.0,46.36,183.08
20.32,54.62,11.68,7.0,44.72,111.6
18.01,52.5,8.0,10.0,78.09,184.39
12.72,57.65,9.1,8.0,10.93,81.71
25.66,60.58,7.77,10.0,46.45,142.25
37.64,81.47,12.73,1.0,48.68,152.67
43.67,77.49,12.34,8.0,34.07,149.86
25.68,68.08,9.9,3.0,77.48,133.16
32.82,38.53,15.19,10.0,31.8,77.5
26.62,34.68,11.24,10.0,32.05,94.23
28.49,63.61,11.07,2.0,0.56,129.62
22.6,73.2,10.75,2.0,72.21,184.31
26.37,58.81,6.21,5.0,43.41,163.9
28.76,88.72,7.32,2.0,43.45,154.88
20.95,43.76,9.84,4.0,45.74,147.25
24.46,,9.86,3.0,73.87,154.04
24.59,50.04,11.77,8.0,82.26,188.55
30.78,49.47,8.0,9.0,15.35,99.96
17.54,67.89,10.21,6.0,40.74,139.56
24.64,53.67,10.27,4.0,27.3,85.32
38.38,36.78,10.38,2.0,45.53,157.67
33.15,73.37,10.05,8.0,48.18,142.33
34.44,33.6,5.79,3.0,15.63,56.5
25.17,,3.22,2.0,57.37,146.13
27.25,35.66,7.17,4.0,41.02,154.69
32.02,63.11,8.41,2.0,65.61,144.61
35.92,62.79,6.46,3.0,50.61,146.36
11.34,88.75,9.83,9.0,15.68,118.51
15.79,73.71,13.27,7.0,62.29,117.48
34.17,81.62,12.18,1.0,23.2,78.99
23.06,64.33,11.4,10.0,25.37,136.33
20.3,45.35,12.96,5.0,,103.35
16.22,61.92,7.23,5.0,44.3,102.07
21.11,68.89,8.63,9.0,14.93,94.63
15.18,70.56,11.84,1.0,47.04,107.45
39.64,52.91,8.58,1.0,48.22,132.46
24.84,67.33,8.74,10.0,47.44,151.76
24.59,46.0,15.59,7.0,16.24,11.49
29.12,44.35,10.29,7.0,52.88,161.01
31.74,43.26,15.29,8.0,62.39,131.6
31.62,60.37,4.53,4.0,23.07,98.79
32.52,42.33,8.11,7.0,28.49,123.75
20.58,53.63,11.23,6.0,65.75,116.62
22.91,73.54,10.28,1.0,81.6,169.55
30.38,44.56,3.83,2.0,46.67,98.25
21.31,52.44,9.31,8.0,41.01,135.84
24.96,61.07,17.42,6.0,53.96,150.87
27.79,63.7,10.74,7.0,77.13,183.18
30.5,,11.81,8.0,33.0,102.01
12.56,71.8,8.07,5.0,40.32,93.93
30.0,,10.73,5.0,39.79,116.5
23.36,77.1,9.96,2.0,21.67,110.24
29.95,58.78,13.36,4.0,67.06,131.63
30.44,52.31,13.26,2.0,55.22,110.88
36.26,49.76,11.22,7.0,9.65,49.23
34.47,64.61,10.21,9.0,49.77,128.39
34.43,54.34,4.96,2.0,83.25,147.07
35.11,51.46,4.86,4.0,55.51,155.63
27.04,53.28,10.25,8.0,82.08,172.91
25.23,49.74,12.62,9.0,38.8,108.76
31.11,62.99,14.0,4.0,69.32,142.06
30.12,38.81,7.33,8.0,76.3,145.49
22.84,64.55,5.47,7.0,48.55,137.83
27.83,70.15,12.8,5.0,41.78,335.15
24.75,51.29,7.56,4.0,72.0,159.08
19.02,88.83,5.27,6.0,60.8,224.9
34.03,60.26,8.52,6.0,69.08,161.68
25.39,36.58,8.47,2.0,58.26,104.2
39.34,55.78,13.96,3.0,48.41,114.66
13.62,60.94,12.6,6.0,48.23,102.79
21.1,66.73,7.79,4.0,42.9,115.14
25.23,56.14,14.19,3.0,58.01,108.3
32.96,44.83,10.38,4.0,46.45,131.18
27.8,43.58,13.18,6.0,55.07,133.19
27.17,50.2,13.98,3.0,34.15,110.67
17.11,51.63,9.21,1.0,32.97,117.49
16.9,42.98,11.71,6.0,61.68,111.06
27.26,49.01,8.78,2.0,57.77,89.8
15.45,69.89,12.79,9.0,41.4,167.85
21.28,84.73,10.27,6.0,77.54,128.27
28.51,71.33,12.88,,33.58,97.89
18.12,79.59,14.57,4.0,58.75,103.8
36.24,74.61,11.64,5.0,59.15,166.99
33.57,72.5,9.72,8.0,51.07,127.91
14.0,54.93,9.77,3.0,,174.42
18.47,62.11,1.13,9.0,82.55,201.41
9.0,53.69,7.86,9.0,26.98,130.01
19.52,56.71,12.8,10.0,4.5,64.67
30.36,61.02,12.91,5.0,40.22,141.12
22.1,70.7,7.8,4.0,30.34,86.27
28.23,66.35,10.49,7.0,41.26,150.24
14.34,57.57,9.43,9.0,86.39,168.84
30.59,60.83,12.07,6.0,103.93,204.07
21.11,66.5,16.63,7.0,31.04,115.01
25.09,70.01,12.13,1.0,54.49,140.05
24.35,,7.99,4.0,54.03,94.74
16.1,43.84,9.76,2.0,56.92,98.65
16.93,76.61,14.21,1.0,22.59,57.19
31.77,59.09,5.77,7.0,74.72,193.87
27.79,53.64,8.15,10.0,68.04,149.41
32.35,56.05,12.13,4.0,40.4,97.21
27.27,56.04,13.88,2.0,74.62,146.93
26.0,68.37,11.83,5.0,21.16,86.18
12.92,43.38,8.18,7.0,16.13,95.15
23.11,60.37,11.61,2.0,55.3,142.71
24.81,63.69,11.24,7.0,58.62,157.97
38.67,65.94,11.05,3.0,46.72,120.14
29.81,63.34,9.71,8.0,72.15,183.52
35.75,67.74,10.16,7.0,36.85,137.86
29.18,51.41,7.28,1.0,74.09,122.08
20.02,45.87,17.44,9.0,65.76,110.59
25.82,96.86,10.47,6.0,87.26,203.16
26.65,55.48,11.65,4.0,14.54,107.6
18.43,57.23,,6.0,40.27,97.63
22.31,70.17,12.54,2.0,31.88,109.54
23.56,83.94,6.1,2.0,65.54,203.01
36.24,51.83,4.76,8.0,81.46,160.34
10.43,45.02,9.91,10.0,42.56,105.65
33.44,41.37,16.16,5.0,61.99,164.31
18.44,83.9,13.62,7.0,78.87,133.24
15.4,44.43,7.57,1.0,56.52,96.59
33.26,59.59,11.55,6.0,64.03,151.95
30.12,45.34,8.09,10.0,10.33,83.94
33.78,38.27,11.28,7.0,81.32,154.67
30.6,55.61,11.51,10.0,44.02,133.09
39.42,45.93,12.78,7.0,103.4,217.83
28.91,49.63,5.3,10.0,32.98,115.18
23.9,90.09,6.2,3.0,59.49,166.48
27.4,66.37,9.77,9.0,66.51,173.39
33.7,73.97,6.9,9.0,-0.03,140.09
19.54,72.37,6.67,5.0,85.55,199.71
20.44,58.49,10.82,9.0,64.86,167.44
22.84,53.4,7.25,7.0,20.11,46.87
10.27,63.73,16.77,7.0,57.39,106.77
25.97,62.53,8.4,9.0,57.28,114.49
11.8,51.47,9.19,2.0,47.31,99.8
25.37,61.95,10.89,10.0,38.08,149.66
31.06,49.41,5.48,5.0,48.64,94.04
21.66,57.43,11.53,8.0,67.23,183.84
36.74,54.97,11.02,8.0,66.42,148.73
14.78,40.97,8.95,3.0,50.17,119.63
33.34,24.73,10.82,5.0,54.57,125.35
29.73,45.91,11.28,4.0,47.46,154.04
12.99,87.06,14.31,4.0,30.54,114.34
43.98,55.35,17.5,2.0,48.85,83.88
24.55,71.64,6.82,6.0,35.31,147.04
18.86,28.13,6.11,1.0,30.09,-0.8
15.15,44.88,10.31,8.0,1.62,18.63
23.46,39.68,3.76,10.0,41.82,99.46
24.11,56.97,11.95,9.0,65.71,86.37
25.72,96.33,10.34,5.0,74.46,226.91
22.92,66.9,11.1,6.0,58.92,168.87
29.43,85.43,9.09,1.0,24.09,120.3
22.29,56.18,10.77,6.0,46.91,135.05
11.46,80.47,,1.0,26.9,98.75
23.95,91.1,10.6,5.0,88.19,217.1
8.43,58.36,5.96,9.0,42.25,144.5
27.48,51.91,10.52,5.0,40.11,257.01
18.14,40.23,15.56,3.0,68.46,127.16
26.14,55.36,10.72,4.0,49.22,140.2
34.2,61.23,10.41,3.0,71.43,136.17
18.36,90.46,14.68,4.0,27.54,94.03
32.43,40.58,,10.0,51.78,103.07
21.97,,12.67,6.0,60.15,133.7
37.27,32.79,8.41,3.0,-2.36,45.89
22.44,,13.26,5.0,36.35,90.45
19.12,64.67,12.39,7.0,37.72,80.87
29.81,67.69,8.76,1.0,51.1,161.89
21.95,68.84,9.2,3.0,43.8,100.87
19.11,65.96,12.93,6.0,55.92,135.48
21.66,68.71,4.43,10.0,45.31,158.97
24.69,60.69,8.67,2.0,72.95,104.6
34.4,44.28,11.86,8.0,92.21,173.76
11.46,32.23,9.08,7.0,,81.28
25.16,51.8,10.4,2.0,50.49,105.52
29.37,57.98,3.88,5.0,71.73,185.17
26.35,78.81,7.44,4.0,35.94,105.34
34.17,58.49,12.04,2.0,55.6,146.77
24.48,57.05,7.75,4.0,42.4,80.38
23.71,65.78,6.09,9.0,29.93,110.89
29.15,55.95,13.18,10.0,29.66,120.58
25.7,72.16,11.55,2.0,0.58,85.54
22.27,89.69,6.73,10.0,53.32,129.42
28.61,92.86,10.42,10.0,54.64,156.26
20.43,61.46,6.83,6.0,30.96,84.7
20.72,65.05,9.54,4.0,44.4,140.21
21.3,83.68,10.53,8.0,21.16,99.23
34.47,57.75,7.57,4.0,60.65,143.3
2.45,70.19,12.23,9.0,41.99,111.91
27.77,,,10.0,65.41,93.43
25.24,55.34,10.79,3.0,43.56,106.34
13.23,77.34,11.24,7.0,30.25,72.46
27.17,49.23,5.64,5.0,39.28,92.56
28.33,58.08,14.09,1.0,80.16,128.42
29.13,36.39,9.73,3.0,91.92,161.72
6.44,90.09,7.19,9.0,19.86,83.79
34.56,78.95,10.44,9.0,68.11,155.92
19.84,62.82,12.24,5.0,27.83,88.09
29.81,67.61,11.54,5.0,34.8,136.61
30.19,65.94,6.75,4.0,54.18,147.24
18.86,80.76,12.27,4.0,59.79,163.34
29.62,52.22,9.82,4.0,35.44,38.19
22.3,70.98,11.5,2.0,62.2,166.4
10.5,76.16,7.6,7.0,73.68,137.57
33.17,78.23,13.14,3.0,64.57,129.71
19.57,26.11,10.55,1.0,30.68,96.34
19.02,51.01,13.57,10.0,41.11,93.48
,44.71,5.4,3.0,67.5,111.16
26.91,62.24,5.8,9.0,81.03,159.17
24.6,29.76,9.28,9.0,24.58,283.58
28.84,29.32,14.4,10.0,56.06,93.84
15.62,92.55,15.89,7.0,64.69,135.64
19.8,69.27,7.33,1.0,22.07,99.61
24.19,61.82,10.16,6.0,70.38,185.35
38.29,65.46,10.47,10.0,92.3,157.79
24.2,62.2,12.15,1.0,63.28,135.68
32.6,74.96,12.65,2.0,61.31,97.41
25.27,50.51,,3.0,34.98,101.62
21.61,62.8,10.19,6.0,40.19,72.25
23.27,63.41,3.97,7.0,37.06,82.49
23.82,44.3,12.43,8.0,32.31,137.18
29.23,79.15,8.98,9.0,45.16,188.98
34.62,53.31,6.38,7.0,56.18,115.83
27.52,75.26,11.0,6.0,32.85,152.38
33.31,61.72,8.89,5.0,43.05,112.63
18.25,84.5,13.78,10.0,56.38,101.78
,44.38,7.32,2.0,7.66,59.59
19.93,43.73,16.67,8.0,68.99,130.23
27.2,46.41,12.56,5.0,54.26,119.32
22.49,62.0,13.86,10.0,54.53,73.49
30.11,83.12,6.91,2.0,73.13,140.94
18.48,83.9,15.37,3.0,68.76,160.09
25.3,25.35,6.36,10.0,62.15,84.24
29.81,63.75,9.37,10.0,55.59,160.06
10.54,11.81,13.91,7.0,49.8,41.81
39.85,71.93,,10.0,38.38,79.92
23.02,76.77,6.28,8.0,30.78,80.74
10.82,59.4,13.41,5.0,57.75,113.53
26.11,61.26,11.02,10.0,57.88,140.63
25.23,61.1,8.75,8.0,52.82,162.37
24.43,48.23,5.37,10.0,23.12,84.39
31.94,66.48,,10.0,-3.1,51.56
30.23,56.53,9.51,6.0,51.11,160.19
27.09,73.95,10.47,2.0,13.32,50.11
28.15,58.3,5.24,2.0,56.36,119.57
24.27,47.08,8.74,8.0,88.97,168.26
37.43,36.96,,4.0,56.62,251.5
14.65,32.04,15.63,8.0,41.27,67.83
25.98,79.69,9.38,9.0,29.08,108.75
25.46,53.13,14.33,6.0,38.47,107.98
30.69,65.08,12.36,9.0,49.26,106.92
19.09,86.75,10.7,6.0,71.46,141.18
12.79,51.56,6.96,3.0,52.8,149.53
26.1,50.59,7.09,8.0,44.17,127.13
26.97,58.02,11.85,1.0,63.46,142.86
35.43,60.44,8.42,6.0,79.52,181.54
,88.31,8.15,3.0,56.27,121.2
33.08,83.49,9.46,10.0,53.82,125.55
41.57,69.31,9.51,10.0,16.8,70.63
22.36,81.74,12.7,3.0,22.76,66.87
15.96,57.33,8.48,9.0,20.2,100.92
22.15,64.49,12.4,7.0,46.17,101.9
25.1,55.48,11.32,2.0,33.32,98.4
28.95,40.64,4.98,6.0,40.08,115.35
20.86,78.06,10.88,4.0,33.07,135.86
35.89,67.98,2.0,10.0,,150.68
17.2,60.27,7.31,7.0,12.92,69.56
,59.96,11.39,4.0,54.4,67.56
32.75,37.41,9.97,7.0,64.0,162.64
9.08,45.34,4.7,6.0,51.39,126.47
23.57,65.04,6.64,8.0,57.3,144.04
46.82,52.06,2.17,7.0,59.3,155.51
24.92,,5.97,9.0,58.5,86.91
17.15,58.43,,4.0,66.93,127.0
24.6,49.76,8.33,9.0,73.81,125.48
24.64,45.48,10.51,5.0,81.57,92.43
26.12,35.81,10.04,9.0,11.48,29.62
29.64,57.8,10.1,4.0,59.34,124.46
,69.28,13.07,3.0,25.8,77.12
36.81,35.35,9.39,7.0,78.12,104.26
26.72,59.64,12.73,4.0,51.32,66.66
,64.22,2.57,5.0,55.53,131.89
20.6,45.16,13.33,3.0,52.34,95.77
34.0,81.33,6.13,6.0,54.21,128.45
23.2,54.21,6.78,4.0,82.95,137.82
26.94,58.48,7.89,1.0,74.79,142.13
18.47,57.58,13.25,2.0,82.09,107.63
18.02,33.44,7.33,8.0,46.11,32.85
29.82,75.13,8.03,4.0,7.51,78.53
21.89,45.67,7.11,10.0,64.95,80.89
19.02,56.45,10.77,,27.67,70.81
20.5,68.96,12.23,4.0,42.76,88.18
29.89,81.91,15.11,7.0,48.76,111.2
20.6,43.8,17.2,2.0,50.04,37.38
24.18,53.3,11.95,6.0,,103.41
25.11,80.74,11.1,1.0,31.53,68.87
11.58,66.96,6.35,3.0,62.53,195.23
14.7,70.07,15.73,9.0,46.19,73.13
27.35,44.23,10.65,5.0,102.04,183.99
19.84,54.31,9.13,8.0,18.2,46.89
32.4,57.48,11.16,1.0,52.55,107.72
31.77,47.13,8.09,4.0,62.3,116.82
30.03,34.88,2.99,3.0,41.78,84.73
37.74,52.34,11.72,10.0,38.52,89.4
24.42,80.31,14.03,9.0,76.49,158.33
29.54,60.89,11.67,7.0,66.82,162.87
20.91,80.61,,3.0,34.02,67.38
42.17,62.69,10.04,1.0,20.34,29.16
38.89,48.53,10.52,5.0,61.77,96.12
25.08,,10.42,10.0,56.46,138.71
27.71,63.18,9.82,3.0,61.42,112.93
,74.43,10.08,2.0,47.38,153.26
23.97,43.98,14.67,3.0,67.18,131.08
20.4,75.58,11.42,5.0,82.01,140.46
31.12,76.03,10.32,5.0,80.61,199.19
25.55,64.35,11.98,10.0,33.62,98.82
26.28,47.9,11.98,8.0,99.99,138.97
19.16,59.31,12.84,4.0,63.16,103.35
12.98,69.17,7.73,2.0,21.47,61.53
26.65,63.52,8.56,8.0,58.75,107.73
31.33,69.02,7.56,8.0,54.59,115.5
23.42,75.18,12.3,10.0,47.67,124.68
35.06,50.27,12.15,8.0,45.93,84.14
20.07,42.67,6.18,1.0,64.04,97.61
17.62,59.44,11.17,9.0,64.12,112.38
24.53,55.05,14.12,4.0,38.27,65.68
24.42,71.79,9.29,4.0,39.28,121.16
30.39,43.88,10.94,8.0,38.5,57.3
19.58,75.31,12.19,8.0,46.5,111.61
34.58,80.3,6.04,6.0,67.73,122.9
38.77,60.0,10.46,4.0,74.05,126.42
